1.86,765.65,771.52,774.16,777.27,777.67,779.19,778.49,774.37
1.88,765.59,771.46,774.09,777.24,777.62,779.07,778.47,774.37
1.9,765.67,771.52,774.13,777.26,777.46,779.02,778.43,774.3
1.92,765.54,771.43,774.04,777.21,777.5,779.05,778.39,774.24
1.94,765.55,771.42,773.98,777.07,777.37,778.89,778.24,774.05
1.96,765.64,771.44,773.95,776.86,777.12,778.58,778.06,773.85
1.98,765.57,771.41,773.86,776.77,777,778.53,777.83,773.78
2,765.64,771.43,773.87,776.68,776.96,778.42,777.79,773.68
2.02,765.55,771.36,773.85,776.64,776.77,778.32,777.7,773.56
2.04,765.65,771.49,773.73,776.58,776.59,778.1,777.61,773.38
2.06,765.61,771.37,773.59,776.4,776.44,777.96,777.34,773.21
2.08,765.58,771.29,773.45,776.2,776.34,777.84,777.22,773.04
2.1,765.6,771.32,773.5,776.17,776.23,777.67,777.09,772.93
2.12,765.6,771.31,773.43,776.07,776.04,777.61,776.99,772.86
2.14,765.56,771.28,773.47,775.99,776.22,777.63,776.99,772.84
2.16,765.54,771.26,773.38,775.95,776.08,777.55,776.98,772.8
2.18,765.57,771.25,773.35,775.88,775.94,777.42,776.83,772.63
2.2,765.61,771.21,773.3,775.82,775.93,777.37,776.76,772.63
2.22,765.55,771.19,773.19,775.75,775.9,777.26,776.73,772.54
2.24,765.6,771.15,773.21,775.73,775.78,777.29,776.82,772.5
2.26,765.6,771.19,773.2,775.75,775.81,777.3,776.74,772.57
2.28,765.58,771.08,773.12,775.65,775.82,777.34,776.77,772.59
2.3,765.61,771.08,773.22,775.65,775.7,777.23,776.72,772.54
2.32,765.58,771.06,773.11,775.59,775.71,777.19,776.71,772.42
2.34,765.52,771.13,773.04,775.58,775.7,777.22,776.72,772.45
2.36,765.58,771.07,773.1,775.52,775.77,777.22,776.69,772.39
2.38,765.5,771.09,773.04,775.63,775.75,777.22,776.65,772.46
2.4,765.58,771.04,773.05,775.57,775.72,777.24,776.63,772.44
2.42,765.56,771.01,772.98,775.57,775.65,777.15,776.63,772.42
2.44,765.6,770.91,773.02,775.63,775.72,777.3,776.69,772.41
2.46,765.59,770.96,773.05,775.51,775.7,777.23,776.69,772.42
2.48,765.52,770.97,773.05,775.53,775.72,777.22,776.63,772.36
2.5,765.58,770.93,772.98,775.54,775.66,777.22,776.64,772.42
2.52,765.52,770.89,772.99,775.58,775.71,777.24,776.74,772.51
2.54,765.49,770.9,772.96,775.58,775.79,777.25,776.74,772.53
2.56,765.56,770.84,773.04,775.57,775.81,777.34,776.83,772.57
2.58,765.43,770.79,772.99,775.66,775.84,777.37,776.91,772.63
2.6,765.47,770.81,773.01,775.64,775.86,777.49,776.92,772.59
2.62,765.49,770.77,772.97,775.62,775.87,777.38,776.8,772.59
2.64,765.46,770.71,772.96,775.48,775.65,777.12,776.65,772.42
2.66,765.46,770.69,772.86,775.55,775.61,777.17,776.62,772.38
2.68,765.34,770.76,772.93,775.61,775.72,777.25,776.73,772.45
2.7,765.46,770.69,772.98,775.66,775.81,777.38,776.74,772.5
2.72,765.4,770.74,773.02,775.66,775.72,777.33,776.76,772.5
2.74,765.4,770.74,773,775.59,775.75,777.3,776.76,772.43
2.76,765.45,770.74,772.96,775.66,775.8,777.18,776.64,772.45
2.78,765.48,770.69,772.95,775.58,775.73,777.28,776.71,772.42
2.8,765.45,770.77,773.06,775.6,775.72,777.25,776.67,772.44
2.82,765.45,770.76,773.05,775.65,775.8,777.24,776.71,772.5
2.84,765.41,770.66,773,775.66,775.75,777.37,776.64,772.53
2.86,765.52,770.8,772.99,775.71,775.8,777.32,776.71,772.45
2.88,765.54,770.72,773.04,775.67,775.78,777.4,776.8,772.51
2.9,765.49,770.75,772.96,775.7,775.85,777.39,776.8,772.56
2.92,765.46,770.71,773.08,775.72,775.78,777.42,776.75,772.56
2.94,765.46,770.68,773.05,775.77,775.95,777.42,776.76,772.57
2.96,765.47,770.67,772.99,775.72,776.01,777.43,776.85,772.65
2.98,765.43,770.7,773.11,775.78,775.92,777.52,776.92,772.66
3,765.52,770.76,773.15,775.81,776.03,777.55,776.88,772.72
3.02,765.47,770.71,773.18,775.96,776.14,777.59,776.98,772.81
3.04,765.49,770.98,773.45,776.27,776.33,777.8,777.08,772.93
3.06,765.45,771.1,773.81,776.7,776.65,778.18,777.35,773.22
3.08,765.49,771.61,774.4,777.44,777.14,778.58,777.67,773.47
3.1,765.53,772.27,775.33,778.45,778.03,779.36,778.35,774.09
3.12,765.71,773.32,776.9,780.04,779.06,780.58,779.33,774.87
3.14,766.21,775.18,779.05,782.13,780.49,782.15,780.43,775.56
3.16,766.87,777.6,781.76,784.39,782.05,783.73,781.48,776.26
3.18,767.82,780.37,784.37,786.8,783.69,785.44,782.52,776.86
3.2,768.85,783.3,787.18,789.07,785.14,786.87,783.45,777.45
3.22,770.2,786.64,790.03,791.05,786.16,787.93,783.97,777.76
3.24,771.71,790.09,793.03,792.82,787.31,789.01,784.78,778.3
3.26,773.17,793.58,796.12,794.72,788.32,789.92,785.46,778.67
3.28,774.65,796.84,798.89,795.78,788.74,790.34,785.84,778.97
3.3,775.82,799.89,801.59,796.64,789.13,790.71,786.19,779.16
3.32,777.01,802.28,803.98,797.02,789.12,790.53,786.21,779.02
3.34,777.92,804.3,806.43,797.42,789.23,790.54,786.34,779.11
3.36,778.88,806.47,808.88,797.94,789.43,790.55,786.58,779.23
3.38,779.5,807.7,810.89,798.2,789.51,790.36,786.7,779.21
3.4,779.96,808.58,812.58,798.73,789.76,790.38,786.86,779.29
3.42,780.47,809.98,814.54,799.19,789.95,790.34,787.01,779.34
3.44,781.21,811.4,816.43,799.38,789.85,789.98,786.97,779.18
3.46,781.52,812.19,818.15,799.92,790.03,789.82,787.05,779.11
3.48,781.91,813.54,819.95,800.15,790.08,789.68,787.02,779.07
3.5,782.44,814.7,821.59,800.7,790.36,789.7,787.28,779.14
3.52,783,815.91,823.24,800.99,790.38,789.58,787.27,779.23
3.54,782.83,816.28,824.27,801.23,790.42,789.34,787.29,779.18
3.56,782.89,816.55,825.46,801.84,790.7,789.36,787.45,779.19
3.58,782.91,816.73,826.41,802.08,790.75,789.2,787.46,779.25
3.6,782.69,816.92,827.62,802.45,790.84,789.06,787.45,779.11
3.62,782.78,817.45,828.6,802.58,790.75,788.76,787.18,778.89
3.64,782.85,817.96,829.23,802.45,790.57,788.47,787.11,778.67
3.66,782.47,817.41,829.6,802.48,790.57,788.29,787.06,778.77
3.68,782,817.22,830.32,802.76,790.72,788.4,787.24,778.83
3.7,781.66,817.3,830.93,802.97,790.75,788.26,787.27,778.74
3.72,781.73,817.7,831.51,803.21,790.81,788.23,787.34,778.84
3.74,781.73,818.27,832.47,803.7,791.04,788.11,787.42,778.83
3.76,781.76,819,833.49,803.99,791.17,788.08,787.33,778.87
3.78,781.84,819.78,834.15,804.11,791.01,787.89,787.3,778.75
3.8,781.97,820.53,834.89,804.27,791.17,787.95,787.39,778.86
3.82,781.96,820.85,835.35,804.43,791.2,787.85,787.37,778.83
3.84,781.87,820.94,836.04,804.71,791.2,787.78,787.33,778.73
3.86,781.81,821.3,836.4,804.56,791.03,787.51,787.24,778.7
3.88,781.78,821.39,836.32,804.42,791.09,787.45,787.23,778.69
3.9,781.63,821.57,836.68,804.61,791.2,787.57,787.35,778.81
3.92,781.57,821.5,837.15,804.86,791.31,787.54,787.5,778.84
3.94,781.45,821.37,837.36,804.86,791.24,787.32,787.35,778.78
3.96,781.05,820.96,837.45,804.93,791.42,787.36,787.45,778.84
3.98,780.91,820.87,837.37,804.52,791.06,787.11,787.26,778.76
4,781.18,820.73,836.86,804.15,790.77,786.8,787,778.4
4.02,781.09,820.38,836.62,803.86,790.58,786.58,786.84,778.36
4.04,780.9,819.78,836.38,803.79,790.55,786.58,786.88,778.41
4.06,780.84,819.67,836.33,803.69,790.56,786.5,786.85,778.38
4.08,780.73,819.42,836.19,803.55,790.6,786.45,786.66,778.32
4.1,780.45,818.51,836.14,803.58,790.54,786.4,786.79,778.28
4.12,780.44,818.21,836.11,803.58,790.62,786.36,786.84,778.39
4.14,780.77,818.78,836.22,803.56,790.67,786.34,786.75,778.29
4.16,780.74,818.51,835.96,803.51,790.57,786.24,786.64,778.23
4.18,780.44,818.14,836.08,803.65,790.64,786.23,786.73,778.34
4.2,780.52,818.39,836.12,803.42,790.56,786.17,786.65,778.28
4.22,780.52,818.53,836.16,803.34,790.52,786.16,786.61,778.29
4.24,780.67,818.8,836.46,803.55,790.67,786.18,786.72,778.3
4.26,780.6,818.62,836.4,803.41,790.51,785.98,786.52,778.11
4.28,780.48,818.01,836.18,803.4,790.57,786.04,786.54,778.15
4.3,780.74,818.51,836.17,803.3,790.6,785.95,786.46,778.15
4.32,780.55,818.51,836.3,803.37,790.61,785.95,786.37,778.15
4.34,780.45,818.26,836.35,803.48,790.66,785.89,786.38,778.13
4.36,780.65,818.1,836.29,803.47,790.68,785.86,786.37,778.12
4.38,780.58,818.28,836.45,803.34,790.58,785.79,786.28,777.99
4.4,780.66,818.64,836.52,803.33,790.54,785.8,786.27,778.03
4.42,780.85,818.6,836.35,803.2,790.51,785.68,786.16,777.9
4.44,780.82,818.45,836.09,802.95,790.3,785.59,785.98,777.77
4.46,780.49,817.91,836.07,803.01,790.47,785.7,786.15,777.92
4.48,780.34,817.43,835.73,802.96,790.5,785.67,786.12,777.85
4.5,780.39,817.24,835.69,802.98,790.56,785.71,786.16,777.97
4.52,780.43,817.47,835.83,802.9,790.54,785.6,786.05,777.83
4.54,780.54,817.95,836.02,803.01,790.57,785.74,786.04,777.91
4.56,780.69,817.79,835.59,802.68,790.36,785.44,786.01,777.8
4.58,780.48,817.06,834.98,802.44,790.39,785.55,785.92,777.81
4.6,780.16,816.43,834.79,802.48,790.35,785.53,785.97,777.75
4.62,779.96,816.08,834.71,802.42,790.36,785.34,785.95,777.73
4.64,779.95,815.75,834.58,802.35,790.39,785.47,785.82,777.74
4.66,779.75,815.18,834.25,802.25,790.27,785.4,785.7,777.64
4.68,779.78,815.12,834.07,801.95,790.01,785.2,785.56,777.52
4.7,779.73,814.61,833.76,801.92,790.04,785.12,785.58,777.58
4.72,779.77,814.22,833.7,802.07,790.09,785.23,785.7,777.62
4.74,779.88,814.22,833.82,801.95,790.17,785.23,785.7,777.61
4.76,779.74,814.42,834.15,802.05,790.12,785.19,785.62,777.57
4.78,779.65,813.97,833.85,801.95,790.12,785.12,785.5,777.48
4.8,779.56,813.7,833.82,801.98,790.16,785.12,785.48,777.4
4.82,779.56,813.78,834.01,802.19,790.3,785.32,785.62,777.57
4.84,779.68,814.29,834.07,802.19,790.3,785.31,785.63,777.55
4.86,779.77,814.45,834.2,802.25,790.44,785.34,785.63,777.55
4.88,779.92,814.8,834.57,802.53,790.57,785.48,785.79,777.65
4.9,780.01,814.97,834.75,802.46,790.54,785.47,785.68,777.69
4.92,779.94,815.31,835.12,802.71,790.67,785.55,785.8,777.7
4.94,779.98,815.21,835.16,802.7,790.75,785.46,785.77,777.67
4.96,780.08,815.42,835.1,802.62,790.6,785.44,785.65,777.58
4.98,780.11,815.38,834.99,802.43,790.6,785.46,785.68,777.7
5,780.03,815.25,834.71,802.43,790.72,785.52,785.84,777.76
5.02,779.96,815.09,834.76,802.44,790.62,785.44,785.72,777.7
5.04,780.02,814.88,834.79,802.28,790.48,785.46,785.61,777.52
5.06,779.95,814.7,834.47,802.12,790.54,785.42,785.66,777.7
5.08,779.89,814.49,834.14,802.04,790.54,785.32,785.56,777.72
5.1,779.95,814.52,834.31,802.11,790.49,785.39,785.57,777.65
5.12,779.95,814.76,834.39,802.17,790.52,785.45,785.59,777.72
5.14,779.95,814.82,834.41,802.1,790.55,785.38,785.58,777.67
5.16,779.83,814.79,834.68,802.32,790.65,785.5,785.68,777.7
5.18,779.78,814.28,834.55,802.37,790.72,785.58,785.68,777.77
5.2,780.01,814.22,834.14,802.28,790.71,785.57,785.71,777.7
5.22,779.89,813.77,833.57,802.11,790.71,785.49,785.7,777.7
5.24,779.66,813.1,833.46,802.07,790.71,785.52,785.69,777.74
5.26,779.69,812.93,833.4,802.22,790.77,785.6,785.8,777.81
5.28,779.65,812.84,833.44,802.34,790.81,785.62,785.74,777.82
5.3,779.74,812.9,833.1,802.09,790.77,785.53,785.65,777.65
5.32,779.47,812.49,832.94,802.29,790.89,785.72,785.96,777.93
5.34,779.26,811.91,832.8,802.29,790.87,785.74,785.92,777.89
5.36,779.11,811.42,832.63,802.04,790.62,785.47,785.61,777.76
5.38,779.06,811.43,832.89,802.1,790.55,785.36,785.57,777.76
5.4,779.14,811.67,833.07,802.19,790.63,785.41,785.6,777.64
5.42,779.21,811.85,832.71,802.01,790.52,785.39,785.56,777.64
5.44,779.29,811.89,832.52,801.88,790.55,785.47,785.75,777.76
5.46,779.38,812.21,832.84,802.05,790.67,785.6,785.75,777.88
5.48,779.4,812.66,833.33,802.17,790.67,785.56,785.74,777.85
5.5,779.61,812.93,833.73,802.3,790.8,785.55,785.67,777.85
5.52,779.9,813.84,834,802.32,790.65,785.42,785.61,777.69
5.54,779.78,813.97,834.35,802.29,790.6,785.39,785.5,777.64
5.56,779.77,813.98,834.74,802.53,790.79,785.52,785.68,777.74
5.58,780.03,814.35,835.15,802.78,790.98,785.65,785.76,777.9
5.6,780.21,814.55,835.05,802.75,790.91,785.6,785.59,777.79
5.62,780.13,814.2,834.77,802.68,790.84,785.59,785.63,777.73
5.64,780.19,814.43,834.83,802.67,790.93,785.63,785.71,777.8
5.66,780.21,814.71,834.98,802.67,790.99,785.64,785.73,777.77
5.68,780.23,814.7,834.93,802.68,790.88,785.65,785.71,777.83
5.7,780.11,814.49,834.91,802.63,790.9,785.6,785.68,777.74
5.72,780.01,814.31,834.89,802.61,790.82,785.53,785.66,777.67
5.74,779.94,814.49,834.96,802.46,790.71,785.4,785.42,777.61
5.76,779.85,814.54,835.02,802.41,790.82,785.52,785.56,777.73
5.78,779.89,814.04,834.57,802.47,790.75,785.43,785.6,777.79
5.8,779.86,813.5,834,802.21,790.54,785.24,785.33,777.54
5.82,779.86,813.13,833.55,801.77,790.35,785.11,785.19,777.46
5.84,779.65,813.1,833.65,801.9,790.5,785.21,785.37,777.6
5.86,779.67,813.02,833.97,802.04,790.6,785.31,785.39,777.68
5.88,779.9,813.68,834.44,802.1,790.49,785.29,785.41,777.56
5.9,780.01,813.98,834.33,801.88,790.35,785.14,785.28,777.55
5.92,780.01,814,834.19,801.85,790.4,785.14,785.23,777.5
5.94,779.88,814.03,834.37,801.92,790.38,785.18,785.29,777.53
5.96,780,814.28,834.16,801.82,790.27,785.11,785.25,777.56
5.98,780.14,814.65,833.99,801.54,790.23,785.05,785.11,777.38
6,779.87,813.91,833.75,801.48,790.3,785.2,785.25,777.61
6.02,779.64,813.47,833.8,801.65,790.43,785.24,785.38,777.73
6.04,779.48,812.81,833.58,801.56,790.3,785.08,785.24,777.64
6.06,779.51,812.4,833.16,801.38,790.08,784.94,785.15,777.54
6.08,779.46,812.14,832.79,801.4,790.06,784.99,785.07,777.54
6.1,779.5,812.09,832.57,801.31,790.12,784.96,785.16,777.6
6.12,779.36,812.22,833.22,801.59,790.33,785.19,785.41,777.72
6.14,779.29,811.99,833.3,801.67,790.27,785.12,785.36,777.67
6.16,779.24,811.85,833.2,801.49,790.23,785.03,785.3,777.67
6.18,779.35,811.95,833.16,801.49,790.3,785.15,785.38,777.7
6.2,779.35,811.91,833.13,801.5,790.18,784.99,785.26,777.7
6.22,779.03,811.76,833.13,801.39,790.21,785.09,785.27,777.67
6.24,779.02,811.52,833.01,801.32,790.33,785.05,785.26,777.73
6.32,778.77,810.15,832.05,801.37,790.32,785.14,785.4,777.79
6.34,778.43,809.45,831.72,801.49,790.41,785.33,785.5,777.91
6.36,778.4,809.29,831.59,801.33,790.39,785.25,785.44,777.87
6.38,778.39,809.33,831.72,801.35,790.43,785.26,785.35,777.88
6.4,778.36,809.36,831.72,801.33,790.44,785.29,785.47,777.97
6.42,778.25,809.24,831.54,801.32,790.57,785.29,785.51,778.07
6.44,778.21,808.96,831.15,801.35,790.48,785.4,785.5,778.08
6.46,778.3,808.55,830.7,801.16,790.39,785.23,785.45,778
6.48,778.15,808.28,830.6,801.06,790.34,785.25,785.41,778
6.5,778.04,807.9,830.42,801.13,790.42,785.24,785.48,778
6.52,777.93,807.73,830.5,801.32,790.49,785.38,785.57,778.06
6.54,777.82,807.55,830.28,801.2,790.51,785.29,785.55,778.09
6.56,777.76,807.14,829.93,801.08,790.39,785.26,785.57,778.07
6.58,777.61,806.63,829.44,801.02,790.39,785.29,785.6,778.12
6.6,777.49,806.24,829.19,801.1,790.48,785.38,785.62,778.18
6.62,777.28,805.94,828.83,801.04,790.51,785.36,785.76,778.31
6.64,777.1,805.81,828.84,801.11,790.68,785.53,785.69,778.42
6.66,777.07,805.83,828.87,801.18,790.63,785.53,785.86,778.46
6.68,777.13,805.49,828.79,801.23,790.81,785.62,785.92,778.6
6.7,777.16,805.32,828.86,801.48,790.93,785.7,786.01,778.66
6.72,777.07,805.2,828.73,801.44,790.87,785.68,785.92,778.63
6.74,777.3,805.47,828.5,801.28,790.79,785.59,785.9,778.63
6.76,777.37,805.62,828.32,801.15,790.72,785.61,785.93,778.61
6.78,777.26,805.19,828.1,801.23,790.9,785.74,785.99,778.73
6.8,776.99,804.86,828.26,801.4,790.96,785.8,786.05,778.74
6.82,776.87,804.54,828.39,801.69,790.98,785.78,786.15,778.75
6.84,776.99,804.41,828.27,801.63,790.97,785.68,786.03,778.74
6.86,777.05,804.28,828.09,801.55,791.05,785.78,786.07,778.79
6.88,776.89,803.86,827.64,801.48,790.93,785.68,786.08,778.75
6.9,776.76,803.44,827.22,801.38,790.98,785.73,786.07,778.74
6.92,776.7,803.06,826.81,801.32,791,785.83,786.13,778.79
6.94,776.55,802.87,826.5,801.39,791.19,785.89,786.17,778.87
6.96,776.56,802.8,826.32,801.22,791.08,785.8,786.17,778.88
6.98,776.59,802.5,826.02,801.24,790.93,785.76,786.06,778.79
7,776.47,802.19,825.71,801.3,791.02,785.77,786.02,778.76
7.02,776.54,802.39,825.6,801.29,791.15,785.86,786.17,778.87
7.04,776.65,802.64,825.52,801.17,790.99,785.78,786.08,778.88
7.06,776.65,802.41,825.36,801.14,791.03,785.71,786.07,778.76
7.08,776.74,802.71,825.72,801.41,791.11,785.83,786.1,778.88
7.1,777.09,803.68,826.58,801.54,791.13,785.8,786.15,778.93
7.12,777.49,804.89,827.19,801.65,791.17,785.86,786.26,778.91
7.14,778,806.18,827.69,801.64,791.14,785.84,786.12,778.92
7.16,778.26,807.05,828.3,801.82,791.23,785.87,786.1,778.93
7.18,778.63,807.91,828.97,801.92,791.3,785.89,786.18,779
7.2,779.02,809.09,829.87,802.19,791.44,786.04,786.3,779.01
7.22,779.26,809.84,830.48,802.35,791.52,786.1,786.34,779.09
7.24,779.67,810.26,830.76,802.54,791.5,786.07,786.25,779.12
7.26,779.9,810.94,830.99,802.51,791.51,786.01,786.23,779.05
7.28,779.83,811.19,831.6,802.82,791.55,786.09,786.31,779.03
7.3,779.56,811.52,832.45,803.11,791.73,786.15,786.35,779.11
7.32,779.48,811.76,833.08,803.45,791.93,786.33,786.49,779.27
7.34,779.72,812.6,833.56,803.48,791.84,786.33,786.42,779.34
7.36,780.23,813.12,833.57,803.45,791.8,786.2,786.43,779.24
7.38,780.31,813.27,833.58,803.35,791.59,786.06,786.3,779.12
7.4,780.22,813.59,834.15,803.51,791.5,785.95,786.19,779.02
7.42,780.27,813.71,834.47,803.65,791.56,786.02,786.18,779.04
7.44,780.18,813.49,834.22,803.52,791.55,786.06,786.16,779.02
7.46,780.25,813.12,833.54,803.32,791.43,785.89,786.12,778.96
7.48,780.01,812.66,833.04,803.18,791.41,785.92,786.12,778.99
7.5,779.92,812.04,832.73,803.11,791.34,785.8,786.04,778.93
7.52,779.76,811.81,832.83,803.17,791.37,785.83,786.13,778.91
7.54,779.77,811.76,832.38,803.09,791.31,785.75,785.97,778.88
7.56,779.68,811.43,832.02,803.02,791.32,785.74,785.93,778.85
7.58,779.54,811.1,832.18,803.24,791.44,785.88,786,778.93
7.6,779.53,810.95,832.38,803.27,791.52,785.92,786.13,778.98
7.62,779.52,811.11,832.53,803.28,791.49,785.84,786.02,778.93
7.64,779.4,811.02,832.47,803.32,791.41,785.73,785.92,778.81
7.66,779.26,810.36,831.88,803.15,791.21,785.65,785.8,778.76
7.68,778.94,809.83,831.62,803.02,791.32,785.73,785.86,778.81
7.7,778.97,809.43,831.25,803,791.32,785.8,785.89,778.84
7.72,778.89,809.09,831,803.05,791.43,785.84,785.96,778.98
7.74,779.01,809.11,830.5,802.88,791.23,785.65,785.84,778.78
7.76,778.94,809,830.46,802.87,791.17,785.59,785.68,778.66
7.78,778.97,809.32,830.43,802.76,791.17,785.47,785.74,778.71
7.8,778.87,808.97,830.36,802.97,791.27,785.69,785.8,778.8
7.82,778.79,808.82,830.45,803.05,791.4,785.79,785.92,778.9
7.84,778.77,809.29,830.7,803.13,791.36,785.72,785.89,778.87
