20,752.5990,753.4390,752.2314,752.3590,752.5240,752.3890,752.1714,751.4064,24.24,23.76,24.56,23.92,24.08,23.92,24.24,24.40
40,752.5915,753.4090,752.1939,752.3665,752.4790,752.3364,752.1864,751.3989,24.24,23.76,24.56,23.92,24.08,23.92,24.24,24.40
60,752.6440,753.4090,752.2464,752.3139,752.4565,752.3289,752.1039,751.3314,24.24,23.76,24.56,23.92,24.08,23.92,24.24,24.40
80,752.6815,753.4165,752.1639,752.4040,752.5690,752.3514,752.1639,751.3689,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
100,752.7115,753.4165,752.1864,752.3740,752.4640,752.3439,752.1339,751.3314,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
120,752.6965,753.5140,752.3139,752.3890,752.5540,752.3514,752.2314,751.3839,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
140,752.6140,753.4015,752.1864,752.4190,752.4640,752.3965,752.1264,751.3614,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
160,752.6290,753.3565,752.2539,752.3740,752.5015,752.3064,752.2089,751.3539,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
180,752.7340,753.4390,752.2164,752.3590,752.5840,752.3364,752.1189,751.4064,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
200,752.6440,753.4765,752.1789,752.4040,752.5840,752.3590,752.1039,751.3539,24.24,23.76,24.56,23.92,24.08,23.92,24.24,24.40
220,752.6665,753.3790,752.2389,752.3514,752.5090,752.4415,752.1489,751.3764,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
240,752.6215,753.4240,752.2089,752.3064,752.5090,752.3590,752.1189,751.4214,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
260,752.6590,753.4615,752.2164,752.3815,752.5240,752.3665,752.2164,751.4289,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
280,752.6215,753.4690,752.2164,752.4115,752.5240,752.2989,752.1339,751.3839,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
300,752.6740,753.3940,752.2689,752.4190,752.5315,752.4415,752.1489,751.3464,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
320,752.7640,753.3640,752.2464,752.4115,752.5540,752.3815,752.1639,751.4214,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
340,752.6890,753.4840,752.2014,752.3514,752.5840,752.3965,752.1714,751.3839,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
360,752.6215,753.3715,752.1564,752.3740,752.6065,752.2914,752.1939,751.3539,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
380,752.7040,753.4165,752.2839,752.3364,752.5240,752.4190,752.2164,751.3614,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
400,752.7115,753.4090,752.2014,752.3740,752.5465,752.3815,752.1789,751.4289,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
420,752.7340,753.3790,752.2389,752.3890,752.4640,752.3965,752.1039,751.3539,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
440,752.5915,753.4015,752.2614,752.4040,752.5240,752.3590,752.1789,751.3164,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
460,752.6890,753.3640,752.2014,752.3364,752.5240,752.3590,752.2389,751.3539,24.24,23.76,24.56,24.08,24.08,23.92,24.24,24.40
