40,772.3406,780.1188,778.0186,779.4513,780.1863,780.1038,779.8488,779.0762,35.60,35.12,35.44,35.12,35.60,35.28,35.44,35.12
65,772.3331,780.1788,777.9586,779.4663,780.2913,780.1413,779.8863,779.2337,35.60,35.12,35.44,35.12,35.60,35.28,35.44,35.12
90,772.3481,780.2088,777.9511,779.5713,780.3138,780.2313,779.9913,779.3762,35.60,35.12,35.44,35.12,35.60,35.28,35.44,35.12
115,772.3782,780.2388,778.1161,779.6988,780.4788,780.3663,780.1638,779.4663,35.60,35.12,35.44,35.12,35.60,35.28,35.44,35.12
140,772.3481,780.4263,778.3037,779.8563,780.5989,780.5313,780.2688,779.6088,35.60,35.12,35.44,35.12,35.60,35.28,35.44,35.12
165,772.3632,780.4413,778.3112,779.8938,780.7114,780.5613,780.3888,779.7063,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.12
190,772.3857,780.5238,778.4087,779.9613,780.7339,780.6814,780.3738,779.7063,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.12
215,772.3632,780.6439,778.5737,780.0438,780.7939,780.6364,780.4938,779.8488,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.12
240,772.4532,780.6589,778.5287,780.1413,780.8464,780.7489,780.5013,779.8188,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.12
265,772.3632,780.6364,778.5362,780.0963,780.8989,780.7114,780.5838,779.9838,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
290,772.3707,780.7714,778.7162,780.1938,781.0264,780.8464,780.6589,780.0438,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
315,772.3782,780.7489,778.7162,780.1713,781.0489,780.9139,780.5763,779.9988,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
340,772.4157,780.8014,778.7312,780.2313,781.0489,780.8614,780.6589,780.0588,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
365,772.4082,780.9289,778.7987,780.2763,781.1089,780.9139,780.6964,780.1038,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
390,772.4232,780.9214,778.7687,780.3213,781.0714,781.0039,780.7564,780.1338,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
415,772.4382,780.9589,778.7987,780.2688,781.1014,780.9364,780.7414,780.0888,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
440,772.4232,781.0039,778.9037,780.4113,781.0939,780.9589,780.7939,780.2088,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
465,772.3406,781.0264,778.9712,780.3588,781.1614,781.0189,780.7864,780.2538,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
490,772.3707,781.0339,778.9637,780.3063,781.1314,780.9439,780.8089,780.1863,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
515,772.3331,781.0564,779.0012,780.3963,781.2139,781.0414,780.8464,780.2838,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
540,772.3331,781.1314,779.0387,780.4113,781.2289,781.1464,780.8614,780.3438,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
565,772.3031,781.2139,779.0762,780.4188,781.1989,781.1464,780.8989,780.3888,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
590,772.3932,781.2064,779.0537,780.4188,781.1839,781.0714,780.9364,780.3363,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
615,772.4532,781.2064,779.0387,780.3588,781.1614,781.1164,780.8464,780.3888,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
640,772.3707,781.2889,779.0462,780.4488,781.2064,781.0414,780.9289,780.3888,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
665,772.3632,781.2739,779.1137,780.4413,781.1314,781.1464,780.8239,780.3738,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
690,772.3632,781.2964,779.1287,780.3813,781.1314,781.0114,780.8464,780.3063,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
715,772.4457,781.3564,779.1137,780.4113,781.1914,781.0939,780.8689,780.3513,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
740,772.4757,781.3564,779.1362,780.3588,781.1539,781.0864,780.8764,780.3213,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
765,772.4307,781.3864,779.1437,780.3513,781.1089,780.9664,780.8164,780.3063,35.60,35.12,35.44,35.12,35.60,35.28,35.60,35.28
790,772.4232,781.2814,779.0312,780.1788,780.9064,780.8014,780.5838,780.0813,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
815,772.4982,781.2589,778.7537,779.8413,780.6589,780.5913,780.3513,779.8113,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
840,772.4982,781.1539,778.8137,779.8263,780.5313,780.4413,780.3063,779.8413,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
865,772.4382,781.1614,778.7537,779.8488,780.4863,780.3963,780.2388,779.6613,35.76,35.12,35.44,35.28,35.60,35.28,35.60,35.28
890,772.5207,781.1464,778.7237,779.7888,780.4488,780.4113,780.2538,779.6313,35.76,35.12,35.44,35.12,35.60,35.28,35.60,35.28
915,772.5057,781.1164,778.7087,779.7813,780.3588,780.3288,780.2013,779.6313,35.76,35.12,35.44,35.28,35.60,35.28,35.60,35.28
940,772.5282,781.1839,778.7012,779.7663,780.3888,780.3363,780.2613,779.6313,35.76,35.12,35.44,35.28,35.60,35.28,35.60,35.28
965,772.5807,781.1614,778.6787,779.6688,780.3213,780.3213,780.1338,779.5188,35.76,35.12,35.44,35.28,35.60,35.28,35.60,35.28
990,772.5732,781.1239,778.7012,779.6763,780.2913,780.2463,780.1713,779.4738,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1015,772.5582,781.1764,778.8362,779.7738,780.3663,780.3063,780.2388,779.5038,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1040,772.6182,781.2739,778.7837,779.8188,780.4563,780.4713,780.3063,779.5863,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1065,772.6107,781.3339,778.8512,779.8713,780.4263,780.3288,780.2913,779.5863,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1090,772.6107,781.3414,778.8887,779.8788,780.4188,780.3663,780.3363,779.5863,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1115,772.6257,781.3489,778.8812,779.8488,780.5163,780.4113,780.3588,779.6763,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1140,772.6032,781.2964,778.8812,779.8713,780.4713,780.4413,780.2913,779.5938,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1165,772.6257,781.3264,778.8887,779.8713,780.3813,780.4638,780.2763,779.6088,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1190,772.6107,781.4089,778.8362,779.8188,780.4113,780.4563,780.3213,779.6313,35.76,35.12,35.60,35.28,35.60,35.28,35.60,35.28
1215,772.6482,781.4239,778.9187,779.8338,780.4113,780.4488,780.3513,779.6613,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1240,772.6632,781.4164,778.8887,779.9013,780.4488,780.4038,780.3963,779.7063,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1265,772.6557,781.4614,778.9862,779.8863,780.5313,780.4638,780.4563,779.6763,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1290,772.6407,781.5064,778.9862,779.9088,780.4263,780.4938,780.3888,779.6913,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1315,772.6932,781.5439,779.0237,779.9538,780.4413,780.5388,780.4113,779.7213,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1340,772.6332,781.5889,779.0762,779.8413,780.4788,780.5313,780.4113,779.7363,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1365,772.7082,781.5514,778.9487,779.9238,780.5538,780.5463,780.4038,779.6988,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1390,772.6332,781.5664,779.0162,779.9013,780.4938,780.5688,780.4038,779.7663,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1415,772.6407,781.5664,779.1362,779.9088,780.5088,780.5088,780.5013,779.7663,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1440,772.7457,781.6414,779.1512,779.9163,780.4038,780.5238,780.5238,779.7888,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1465,772.7307,781.6414,779.1737,779.9988,780.4938,780.5163,780.5538,779.8113,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1490,772.7082,781.7464,779.1437,779.9088,780.6214,780.5913,780.5463,779.6763,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1515,772.6932,781.7239,779.1737,779.9688,780.5388,780.5613,780.5688,779.7663,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1540,772.6032,781.7014,779.2412,779.9913,780.5538,780.5538,780.5313,779.7138,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1565,772.6932,781.7689,779.1812,779.9913,780.5463,780.5763,780.5388,779.7213,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1590,772.6332,781.7389,779.2112,779.9463,780.5763,780.5838,780.5613,779.7963,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1615,772.6332,781.7014,779.1812,780.0588,780.5763,780.6139,780.5088,779.7738,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1640,772.6857,781.8290,779.2037,779.9763,780.5238,780.5838,780.5388,779.7513,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1665,772.6857,781.8965,779.2187,780.0513,780.5613,780.6139,780.5388,779.7063,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1690,772.6782,781.8365,779.2262,780.0813,780.5763,780.6739,780.6814,779.9088,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1715,772.6932,781.8890,779.1137,779.8863,780.4188,780.4413,780.3363,779.6988,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1740,772.7007,781.7239,779.0087,779.6313,780.1863,780.2913,780.1038,779.4288,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1765,772.7157,781.7464,778.9712,779.6463,780.1863,780.1638,780.0138,779.3687,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1790,772.8282,781.7464,779.0762,779.6913,780.1413,780.1788,780.0513,779.3162,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1815,772.8132,781.7314,779.0087,779.7288,780.1788,780.2313,780.0813,779.3612,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1840,772.8882,781.7990,779.0237,779.7513,780.2163,780.2013,780.1038,779.4363,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1865,772.9407,781.9565,779.0987,779.7738,780.3288,780.3438,780.2088,779.5113,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1890,772.9857,781.8965,779.1962,779.8188,780.3063,780.3738,780.2013,779.5263,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1915,773.0082,781.9565,779.1887,779.8713,780.3213,780.4113,780.2763,779.4888,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1940,773.0082,782.0990,779.3087,780.0288,780.4713,780.5013,780.4038,779.6163,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1965,773.0982,782.0990,779.3612,780.0738,780.5238,780.5463,780.4638,779.7213,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
1990,773.1132,782.1215,779.4438,780.1713,780.5989,780.6664,780.5538,779.7288,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
2015,773.0982,782.3015,779.4963,780.1488,780.6589,780.7789,780.5913,779.9013,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
2040,773.1357,782.2715,779.5488,780.2238,780.6814,780.7339,780.5989,779.8488,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
2065,773.1657,782.2340,779.5713,780.2763,780.7189,780.7489,780.6064,779.9013,35.76,35.12,35.60,35.28,35.76,35.28,35.60,35.28
