0,785.3543,794.2800,806.0410,813.7892,808.4187,803.7833,798.3154,797.1453,37.68,37.04,37.52,37.36,37.68,37.04,37.20,36.88
20,785.1967,794.1600,806.0710,813.7667,808.4562,803.7833,798.3304,797.2053,37.52,37.04,37.52,37.36,37.68,37.04,37.20,36.88
40,785.1742,794.2800,806.0035,813.8342,808.4787,803.7833,798.3079,797.1003,37.68,37.04,37.52,37.36,37.68,37.04,37.20,36.88
60,785.2342,794.3025,806.0710,813.8417,808.6662,803.9183,798.4279,797.2278,37.68,37.04,37.52,37.36,37.68,37.04,37.20,36.88
80,785.2417,794.3925,806.1535,813.8717,808.6737,803.9858,798.5104,797.3103,37.68,37.04,37.52,37.36,37.68,37.04,37.20,36.88
100,785.3618,794.5200,806.2585,813.8717,808.6512,803.9558,798.5854,797.3403,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
120,785.4293,794.6175,806.2360,813.8717,808.6737,804.0158,798.5029,797.2803,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
140,785.5418,794.7075,806.4235,813.9017,808.7037,803.9483,798.4954,797.2053,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
160,785.6093,794.8351,806.4460,813.7967,808.6137,803.8808,798.3604,797.2203,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
180,785.7218,794.8726,806.3335,813.7592,808.5912,803.8058,798.3379,797.0928,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
200,785.6543,794.7976,806.2885,813.7442,808.5762,803.8283,798.3679,797.2203,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
220,785.6168,794.8201,806.3485,813.7667,808.7112,803.8958,798.5104,797.2653,37.68,37.04,37.52,37.36,37.68,37.20,37.20,36.88
300,785.7218,794.9851,806.5811,813.7067,808.6362,803.7908,798.4279,797.1903,37.68,37.20,37.52,37.36,37.68,37.20,37.36,36.88
320,785.7143,795.0226,806.4685,813.5341,808.5312,803.8058,798.4579,797.1528,37.68,37.20,37.52,37.36,37.68,37.20,37.36,36.88
340,785.6093,794.9101,806.3635,813.5417,808.5387,803.7458,798.3079,797.1453,37.68,37.20,37.52,37.36,37.68,37.20,37.36,36.88
